scaled_WhiteElo,scaled_Centipawns,scaled_ThinkingTime,prediction
0.34140235,0.50088435,0.48299223,8
0.44824708,0.50307894,0.48506024,5
0.34390652,0.5185064,0.48242173,8
0.40317196,0.47703898,0.48256436,5
0.41736227,0.501867,0.48242173,5
0.5759599,0.5029479,0.48242173,9
0.31719533,0.50114644,0.48206517,8
0.9223706,0.5139207,0.4829209,6
0.90317196,0.50091714,0.48242173,6
0.41986644,0.5026531,0.48605862,5
0.6686143,0.51709795,0.48277828,7
0.50250417,0.50163776,0.48242173,0
0.6611018,0.49852604,0.4828496,7
0.49833056,0.52866036,0.4822078,0
0.38731217,0.50108093,0.48235044,5
0.85893154,0.5,0.48227912,6
0.3464107,0.47540125,0.482707,8
0.37646076,0.5049132,0.48242173,5
0.6978297,0.48231247,0.48249304,7
0.39398998,0.4849001,0.48256436,5
0.8055092,0.5042909,0.48242173,1
0.60350585,0.5,0.4822078,9
0.118530884,0.4883721,0.48306355,2
0.6919866,0.50569934,0.48349142,7
0.8931553,0.51434654,0.48777008,6
0.84808016,0.5022601,0.48235044,6
0.39649415,0.5042581,0.48491764,5
0.7487479,0.49810022,0.48235044,1
0.33722872,0.48496562,0.48320615,8
0.61769617,0.5104815,0.4821365,9
0.48831385,0.5272191,0.48520288,0
0.15108514,0.48391744,0.4866291,2
0.5692821,0.48820832,0.48263568,9
0.55843073,0.5040288,0.48577338,9
0.67445743,0.475434,0.48299223,7
0.10601002,0.44890273,0.48327747,2
0.68196994,0.5179823,0.48448977,7
0.2963272,0.4751392,0.48249304,8
0.7320534,0.5065182,0.48277828,1
0.58013356,0.50117916,0.48227912,9
0.8764608,0.5185064,0.48299223,6
0.7245409,0.49603668,0.4822078,1
0.6911519,0.49839503,0.48249304,7
0.5843072,0.4854569,0.48256436,9
0.509182,0.49325255,0.48370534,0
0.5617696,0.5,0.48427582,9
0.4799666,0.5002948,0.48399058,0
0.13856427,0.47808713,0.48263568,2
0.77378964,0.540059,0.48263568,1
0.6535893,0.4992794,0.4884119,7
0.27128547,0.5180478,0.4821365,3
0.27128547,0.5107763,0.48242173,3
0.79716194,0.5042254,0.4822078,1
0.35809684,0.50114644,0.48206517,8
0.5083473,0.47762856,0.48249304,0
0.90233725,0.4830986,0.48235044,6
0.83555925,0.4976744,0.48206517,6
0.6794658,0.5026531,0.48242173,7
0.36644408,0.4966918,0.48227912,8
0.47913188,0.48565346,0.48313484,0
0.67195326,0.5021618,0.48242173,7
0.630217,0.5090075,0.48349142,9
0.3614357,0.4933508,0.48427582,8
0.8622705,0.49764165,0.4828496,6
0.40317196,0.5,0.48256436,5
0.68196994,0.50117916,0.48206517,7
0.30968282,0.51467407,0.482707,8
0.31719533,0.47320667,0.48306355,8
0.630217,0.4786767,0.482707,9
0.18113522,0.49708483,0.4821365,2
0.8322204,0.51470685,0.48427582,6
0.4490818,0.50117916,0.48206517,5
0.8681135,0.48991156,0.4821365,6
0.86560935,0.5,0.4822078,6
0.2821369,0.50117916,0.48235044,3
0.33472455,0.49924666,0.48320615,8
0.25542572,0.468359,0.48363402,3
0.86560935,0.50324273,0.48684305,6
0.6844741,0.49279398,0.49347502,7
0.6844741,0.4764494,0.48399058,7
0.24123539,0.48905995,0.48306355,3
0.73539233,0.48339337,0.48563075,1
0.55676126,0.51906323,0.4822078,9
0.4382304,0.48015067,0.48206517,5
0.70200336,0.5031117,0.48235044,7
0.48163605,0.50104815,0.48277828,0
0.62771285,0.5,0.4821365,9
0.6160267,0.51729447,0.48227912,9
0.65776294,0.51889944,0.48227912,7
0.5634391,0.515624,0.48320615,9
0.6702838,0.501736,0.4821365,7
0.7595993,0.5020636,0.48235044,1
0.16611019,0.5021946,0.48277828,2
0.6427379,0.49584016,0.48235044,7
0.11936561,0.5092041,0.4822078,2
0.65025043,0.49561086,0.48235044,7
0.8614357,0.5070422,0.4822078,6
0.5475793,0.4874877,0.48377666,9
0.09933222,0.5493285,0.4834201,2
0.48747912,0.5004258,0.4822078,0
0.4657763,0.4910252,0.4822078,0
0.8322204,0.5112676,0.48370534,6
0.67195326,0.49194235,0.4834201,7
0.16193657,0.50314444,0.4822078,2
0.6736227,0.50108093,0.48299223,7
0.6994992,0.49266297,0.4840619,7
0.3839733,0.49810022,0.4821365,5
0.65776294,0.44064856,0.48277828,7
0.2003339,0.5031117,0.4822078,3
0.87228715,0.49525058,0.48513156,6
0.7687813,0.49439895,0.48242173,1
0.7687813,0.48506388,0.4841332,1
0.590985,0.5039961,0.48441845,9
0.3230384,0.49662626,0.4822078,8
0.39315525,0.52093023,0.48577338,5
0.04006678,0.4986898,0.48235044,2
0.39899832,0.5496233,0.48242173,5
0.84891486,0.50579756,0.4822078,6
0.9156928,0.5317393,0.4821365,6
0.8380634,0.50337374,0.48777008,6
0.8013356,0.5021618,0.502175,1
0.8564274,0.47985587,0.4822078,6
0.5383973,0.49911562,0.4822078,0
0.92654425,0.49813297,0.48242173,6
0.6694491,0.5065182,0.4822078,7
0.4624374,0.50949883,0.4822078,0
0.3297162,0.5052735,0.4821365,8
0.7479132,0.5021618,0.48377666,1
0.5,0.53485096,0.4833488,0
0.41318864,0.48679987,0.48235044,5
0.8397329,0.50039303,0.48242173,6
0.5375626,0.50114644,0.48242173,0
0.76544243,0.51873565,0.4822078,1
0.37479132,0.51889944,0.48249304,5
0.8322204,0.49990174,0.48448977,6
0.57929885,0.4852604,0.48263568,9
0.23956594,0.5112349,0.4852742,3
0.6001669,0.5086145,0.4822078,9
0.84808016,0.49842778,0.4822078,6
0.49582636,0.50314444,0.4821365,0
0.5233723,0.50583035,0.48263568,0
0.84140235,0.5004258,0.4822078,6
0.6469115,0.51873565,0.4822078,7
0.10350584,0.48378643,0.48249304,2
0.6427379,0.5037668,0.48277828,7
0.7103506,0.5051425,0.48484632,7
0.12520868,0.47952834,0.48227912,2
0.615192,0.4863413,0.4829209,9
0.5367279,0.50176877,0.482707,0
0.3647746,0.49358007,0.48299223,8
0.8873122,0.48270553,0.48256436,6
0.5225376,0.49446446,0.4822078,0
0.13355593,0.5314772,0.48242173,2
0.8313857,0.5004258,0.48227912,6
0.6686143,0.5164101,0.4821365,7
0.47161937,0.49921387,0.48227912,0
0.3706177,0.48499838,0.48227912,8
0.5083473,0.510547,0.4821365,0
0.39983305,0.50140846,0.48235044,5
0.56677794,0.5448739,0.4821365,9
0.27712855,0.5018015,0.48384798,3
0.533389,0.501867,0.482707,0
0.7378965,0.5,0.4822078,1
0.7378965,0.51457584,0.48227912,1
0.6861436,0.49931216,0.48256436,7
0.51168615,0.44808385,0.48206517,0
0.7863105,0.4891582,0.4829209,1
0.5943239,0.5025876,0.48227912,9
0.62103504,0.50101537,0.48249304,9
0.7295492,0.50062233,0.4829209,1
0.3305509,0.5022273,0.4821365,8
0.8989983,0.4901081,0.48242173,6
0.8163606,0.50379956,0.48235044,1
0.721202,0.5001965,0.48484632,7
0.87228715,0.51215196,0.482707,6
0.29883137,0.4885031,0.48249304,8
0.2587646,0.540321,0.48249304,3
0.360601,0.49521783,0.4822078,8
0.60350585,0.51706517,0.485916,9
0.47829717,0.50163776,0.48206517,0
0.79048413,0.48398298,0.48227912,1
0.7103506,0.51500165,0.48235044,7
0.40734556,0.48385194,0.48263568,5
0.42904842,0.49728137,0.48242173,5
0.4148581,0.49757615,0.4829209,5
0.88814694,0.47838193,0.48242173,6
0.40651086,0.49495578,0.48249304,5
0.40901503,0.50556827,0.48227912,5
0.87312186,0.4934818,0.48242173,6
0.28046745,0.5072388,0.48299223,3
0.78714526,0.5,0.48377666,1
0.76627713,0.487848,0.4822078,1
0.5926544,0.50140846,0.48256436,9
0.35893154,0.50117916,0.48242173,8
0.65108514,0.49813297,0.48242173,7
0.52504176,0.5035375,0.48320615,0
0.8764608,0.49937767,0.4822078,6
0.327212,0.5,0.48256436,8
0.8914858,0.50091714,0.4822078,6
0.0884808,0.47916803,0.4841332,2
0.5826377,0.4629872,0.4821365,9
0.045075126,0.5026859,0.48206517,2
0.30884808,0.5835899,0.48242173,8
0.30884808,0.60042584,0.48227912,8
0.16527545,0.50848347,0.48249304,2
0.67863107,0.4901081,0.48256436,7
0.78881466,0.49737963,0.4821365,1
0.78881466,0.47133967,0.4821365,1
0.55592656,0.51919425,0.48306355,9
0.6602671,0.48869964,0.48434713,7
0.85559267,0.5019325,0.48427582,6
0.18864775,0.49977073,0.48313484,3
0.66444075,0.5048804,0.4846324,7
0.4006678,0.49613494,0.48320615,5
0.4015025,0.5039633,0.4822078,5
0.3739566,0.5043236,0.4822078,5
0.7520868,0.50301343,0.48227912,1
0.19532554,0.52132326,0.48227912,3
0.663606,0.4997052,0.4821365,7
0.51252085,0.50085163,0.4822078,0
0.11435726,0.5047494,0.48227912,2
0.44407347,0.5001965,0.4822078,5
0.76043403,0.49977073,0.48249304,1
0.5,0.5041271,0.4822078,0
0.91068447,0.5175565,0.48249304,6
0.769616,0.5001638,0.48256436,1
0.6285476,0.49882084,0.48299223,9
0.7537563,0.50127745,0.48263568,1
0.6552588,0.4922044,0.4821365,7
0.45158598,0.5,0.48227912,5
0.21452421,0.4810678,0.4821365,3
0.6694491,0.50091714,0.48242173,7
0.36227044,0.5027514,0.48227912,8
0.19115192,0.51434654,0.4821365,3
0.4040067,0.4898788,0.48563075,5
0.41318864,0.5022928,0.48441845,5
0.7387312,0.50111365,0.48242173,1
0.7387312,0.51614803,0.48327747,1
0.81803006,0.49354732,0.48227912,1
0.8071786,0.5202096,0.48206517,1
0.7779633,0.5163446,0.48327747,1
0.37145242,0.5128726,0.48249304,8
0.73622704,0.503472,0.4840619,1
0.6018364,0.503472,0.482707,9
0.60267115,0.50343925,0.48227912,9
0.49833056,0.49875534,0.482707,0
0.2996661,0.48725843,0.48299223,8
0.3881469,0.4642319,0.48227912,5
0.5392321,0.49046838,0.4834201,0
0.44991654,0.50081885,0.48227912,5
0.39732888,0.484245,0.48363402,5
0.7762938,0.50101537,0.4822078,1
0.8330551,0.50134295,0.48306355,6
0.49749583,0.5026531,0.48242173,0
0.7070117,0.4863413,0.48235044,7
0.3297162,0.51035047,0.48299223,8
0.57345575,0.49911562,0.48427582,9
0.8530885,0.49606943,0.48235044,6
0.5100167,0.47906977,0.48263568,0
0.25125208,0.493056,0.4828496,3
0.48080134,0.50176877,0.48391926,0
0.85809684,0.51722896,0.4822078,6
0.7287145,0.48997706,0.48320615,1
0.5300501,0.51487064,0.4829209,0
0.30383974,0.5052735,0.48263568,8
0.15108514,0.48047823,0.4822078,2
0.26460767,0.49996725,0.482707,3
0.26460767,0.47585982,0.4829209,3
0.37479132,0.52119225,0.48227912,5
0.46327212,0.5272191,0.4822078,0
0.42737895,0.4822142,0.48256436,5
0.3430718,0.5004258,0.48235044,8
0.2345576,0.47215852,0.48242173,3
0.34474123,0.5358991,0.48384798,8
0.24540901,0.53082216,0.48242173,3
0.17278798,0.49908286,0.48227912,2
0.0475793,0.49931216,0.48242173,2
0.29465777,0.49846053,0.4828496,8
0.18280467,0.52787423,0.4821365,2
0.7370618,0.5025876,0.4841332,1
0.49499166,0.50039303,0.48249304,0
0.27045074,0.5178513,0.48306355,3
0.44073457,0.5364887,0.48227912,5
0.48080134,0.5013757,0.48263568,0
0.23539232,0.4854569,0.48427582,3
0.91986644,0.50569934,0.48242173,6
0.91986644,0.53010154,0.48235044,6
0.25292152,0.45453653,0.4821365,3
0.29465777,0.6054373,0.48235044,8
0.4724541,0.52083194,0.48263568,0
0.5442404,0.501998,0.48242173,0
0.7003339,0.5005241,0.48427582,7
0.28380635,0.5023256,0.48256436,8
0.81886476,0.4933508,0.4821365,1
0.7161937,0.5022273,0.48206517,7
0.62771285,0.49308875,0.48227912,9
0.15943238,0.49138552,0.48249304,2
0.7520868,0.5431051,0.4822078,1
0.7520868,0.5181133,0.48235044,1
0.3814691,0.5235506,0.48227912,5
0.730384,0.49852604,0.48242173,1
0.85225374,0.4968883,0.484775,6
0.49415693,0.51051426,0.4834201,0
0.62020034,0.48149362,0.48277828,9
0.76544243,0.50088435,0.48206517,1
0.76544243,0.49344906,0.482707,1
0.5,0.4988536,0.48548812,0
0.25208682,0.4856862,0.4822078,3
0.44824708,0.5140845,0.48263568,5
0.56677794,0.48132983,0.48249304,9
0.3338898,0.5001638,0.4821365,8
0.509182,0.5024238,0.4841332,0
0.46410686,0.48169014,0.4822078,0
0.21869783,0.5023256,0.48235044,3
0.327212,0.49148378,0.48249304,8
0.58681136,0.50085163,0.48498896,9
0.73372287,0.50157225,0.4822078,1
0.060100168,0.50756633,0.48242173,2
0.8313857,0.4822142,0.4822078,6
0.2003339,0.50117916,0.48206517,3
0.8021703,0.5,0.48227912,1
0.8138564,0.48152637,0.48263568,1
0.3881469,0.5185064,0.48399058,5
0.12103506,0.5040616,0.482707,2
0.6936561,0.48978055,0.48242173,7
0.10851419,0.4996397,0.4822078,2
0.51168615,0.50039303,0.4821365,0
0.52671117,0.50134295,0.4822078,0
0.81218696,0.4955781,0.48227912,1
0.7537563,0.49875534,0.48235044,1
0.45993322,0.50111365,0.4821365,0
0.57429045,0.5,0.48206517,9
0.22036728,0.50039303,0.48235044,3
0.524207,0.4989846,0.48484632,0
0.7237062,0.50314444,0.4821365,1
0.34140235,0.5003275,0.48263568,8
0.34140235,0.49148378,0.4822078,8
0.18948247,0.50501144,0.48249304,3
0.4590985,0.5004258,0.48990944,5
0.43238732,0.49439895,0.4835627,5
0.6994992,0.500131,0.4835627,7
0.8539232,0.50117916,0.48206517,6
0.7161937,0.5043891,0.48227912,7
0.6978297,0.5183754,0.4822078,7
0.7228714,0.515624,0.4833488,1
0.64106846,0.50075334,0.48227912,7
0.34808013,0.50176877,0.4822078,8
0.53422374,0.5028169,0.4821365,0
0.62103504,0.499869,0.4822078,9
0.62103504,0.47533575,0.48235044,9
0.50584304,0.50776285,0.48235044,0
0.73622704,0.5189977,0.48242173,1
0.24290484,0.50117916,0.48277828,3
0.7153589,0.50098264,0.4822078,7
0.3839733,0.5084507,0.48249304,5
0.4015025,0.4976744,0.4821365,5
0.721202,0.5,0.4822078,7
0.52504176,0.5,0.48320615,0
0.47746244,0.5107108,0.48227912,0
0.43739566,0.5,0.48206517,5
0.6869783,0.50134295,0.4845611,7
0.70617694,0.50835246,0.48227912,7
0.45158598,0.50117916,0.48206517,5
0.61101836,0.5092368,0.48242173,9
0.4457429,0.49967244,0.48520288,5
0.17195326,0.50114644,0.48206517,2
