scaled_WhiteElo,scaled_Centipawns,scaled_ThinkingTime,prediction
0.5392321,0.5211595,0.48434713,0
0.4590985,0.5044546,0.48256436,5
0.4490818,0.5131019,0.48227912,5
0.56510854,0.4979692,0.48370534,9
0.56510854,0.47504094,0.4890537,9
0.4390651,0.5143138,0.48235044,5
0.55676126,0.49967244,0.48349142,9
0.769616,0.49040288,0.4852742,1
0.66611016,0.5,0.48263568,7
0.7320534,0.5133312,0.48235044,1
0.62687814,0.5083852,0.4840619,9
0.4457429,0.52122504,0.4821365,5
0.73372287,0.49842778,0.48227912,1
0.63522536,0.47733378,0.4835627,7
0.7320534,0.50301343,0.48249304,1
0.6686143,0.5018015,0.48256436,7
0.32804674,0.4785457,0.4822078,8
0.85141903,0.5,0.4821365,6
0.5,0.5031117,0.48206517,0
0.2954925,0.5296757,0.4821365,8
0.3130217,0.5023256,0.48313484,8
0.4040067,0.49901736,0.4821365,5
0.4732888,0.50609237,0.48227912,0
0.6235392,0.50117916,0.48206517,9
0.7838063,0.48024893,0.4852742,1
0.47913188,0.4897478,0.48206517,0
0.47913188,0.49014086,0.48370534,0
0.6235392,0.5082542,0.4821365,9
0.3814691,0.50494593,0.48256436,5
0.3814691,0.53075665,0.48256436,5
0.38731217,0.50114644,0.48206517,5
0.50417364,0.5,0.4822078,0
0.82136893,0.5,0.4822078,6
0.13772956,0.49475926,0.48391926,2
0.34140235,0.49829677,0.48826927,8
0.76544243,0.48450705,0.48306355,1
0.8672788,0.5343269,0.48399058,6
0.2921536,0.50094986,0.48263568,8
0.754591,0.50111365,0.48256436,1
0.90317196,0.5224697,0.4821365,6
0.32470784,0.515755,0.48327747,8
0.33806345,0.48607928,0.48391926,8
0.6368948,0.52338684,0.48249304,7
0.7863105,0.50117916,0.48206517,1
0.48163605,0.48797902,0.4828496,0
0.35559267,0.5029479,0.48313484,8
0.34891486,0.5188667,0.48256436,8
0.35225376,0.5014412,0.4833488,8
0.45075125,0.48126432,0.48249304,5
0.78797996,0.49810022,0.48242173,1
0.70283806,0.52155256,0.4846324,7
0.6293823,0.5043891,0.4822078,9
0.7312187,0.52292824,0.4821365,1
0.5158598,0.5,0.48263568,0
0.47829717,0.5,0.48320615,0
0.4966611,0.47101212,0.48299223,0
0.1869783,0.46724534,0.4821365,3
0.4732888,0.4999345,0.4821365,0
0.7512521,0.5083852,0.4835627,1
0.58931553,0.4844743,0.48256436,9
0.41652754,0.5217491,0.48235044,5
0.27128547,0.5388798,0.482707,3
0.5066778,0.514019,0.48235044,0
0.31803006,0.5028169,0.48235044,8
0.8155259,0.5073698,0.48327747,1
0.4048414,0.5176548,0.48420453,5
0.3914858,0.5018998,0.4876988,5
0.49499166,0.50956434,0.48242173,0
0.31469116,0.50114644,0.48206517,8
0.5525876,0.501736,0.48727092,9
0.6686143,0.47988865,0.48391926,7
0.3130217,0.5007206,0.48306355,8
0.65108514,0.47376353,0.48242173,7
0.22954924,0.5206682,0.4822078,3
0.42737895,0.48745495,0.4822078,5
0.48247078,0.5023911,0.48227912,0
0.8155259,0.50871277,0.48327747,1
0.6702838,0.50114644,0.48227912,7
0.6318865,0.48139533,0.4822078,7
0.49833056,0.5083852,0.4829209,0
0.32804674,0.5310842,0.48235044,8
0.64440733,0.53232884,0.48227912,7
0.6986644,0.4854569,0.48506024,7
0.7370618,0.47775957,0.4821365,1
0.61435723,0.5,0.48249304,9
0.91151917,0.49164757,0.48399058,6
0.13772956,0.5204062,0.4822078,2
0.81803006,0.49914837,0.48227912,1
0.6903172,0.5,0.48242173,7
0.43989983,0.5028169,0.48249304,5
0.28714523,0.47386178,0.4828496,8
0.16611019,0.4786767,0.48263568,2
0.94323874,0.50619066,0.48242173,6
0.25709516,0.50121194,0.48206517,3
0.9223706,0.5064527,0.48227912,6
0.5,0.5019325,0.4835627,0
0.24624375,0.49934492,0.48242173,3
0.745409,0.50075334,0.48256436,1
0.35308847,0.5004258,0.48299223,8
0.34056762,0.5,0.48249304,8
0.769616,0.51005566,0.48249304,1
0.46410686,0.5,0.482707,0
0.25125208,0.53000325,0.4835627,3
0.5717863,0.52129054,0.48242173,9
0.3305509,0.5184409,0.48263568,8
0.3614357,0.512283,0.48299223,8
0.78797996,0.49803472,0.48227912,1
0.18948247,0.5020963,0.48206517,3
0.18864775,0.5110711,0.48277828,3
0.26293823,0.51919425,0.48242173,3
0.24958263,0.5020308,0.48249304,3
0.7996661,0.492925,0.48434713,1
0.19449082,0.48319685,0.48427582,3
0.28714523,0.4977072,0.48349142,8
0.6377295,0.5018998,0.48242173,7
0.8839733,0.51428103,0.48256436,6
0.5,0.5717,0.4833488,0
0.55759597,0.5015067,0.48377666,9
0.29465777,0.4796266,0.48227912,8
0.18781303,0.5013757,0.4822078,3
0.63439065,0.49944317,0.4822078,7
0.7370618,0.48293483,0.48242173,1
0.43238732,0.503472,0.48370534,5
0.23372287,0.5080249,0.4833488,3
0.42153588,0.48476908,0.4821365,5
0.5676127,0.50108093,0.48227912,9
0.7721202,0.5,0.48249304,1
0.6903172,0.5181133,0.48513156,7
0.8071786,0.5000655,0.48227912,1
0.9148581,0.48182115,0.4835627,6
0.509182,0.5,0.4822078,0
0.86477464,0.49934492,0.4897668,6
0.27128547,0.47838193,0.48227912,3
0.54257095,0.45024565,0.4821365,0
0.08681135,0.5024566,0.48206517,2
0.8322204,0.5025876,0.48227912,6
0.29799667,0.5051425,0.48263568,8
0.4524207,0.49787095,0.482707,5
0.5843072,0.5206354,0.48249304,9
0.14941569,0.48440877,0.4821365,2
0.36644408,0.5218146,0.4829209,8
0.8948247,0.52119225,0.4822078,6
0.78714526,0.5048149,0.48584467,1
0.77295494,0.50111365,0.48206517,1
0.5166945,0.5025876,0.48206517,0
0.41235393,0.5,0.48206517,5
0.2579299,0.50039303,0.48263568,3
0.5217028,0.5,0.4829209,0
0.6794658,0.5021291,0.4821365,7
0.6794658,0.5172617,0.48434713,7
0.8230384,0.5090075,0.48263568,6
0.58764607,0.49728137,0.4822078,9
0.7287145,0.4951523,0.4829209,1
0.21035059,0.5159843,0.48227912,3
0.2762938,0.49181134,0.4853455,3
0.71285474,0.50134295,0.4821365,7
0.5,0.50124466,0.48235044,0
0.80467445,0.5,0.48206517,1
0.1293823,0.50301343,0.48249304,2
0.7178631,0.5098919,0.48263568,7
0.42570952,0.5,0.4821365,5
0.1327212,0.50818866,0.4840619,2
0.116026714,0.49708483,0.48249304,2
0.5943239,0.4997052,0.48206517,9
0.7921536,0.50117916,0.48206517,1
0.38564274,0.50104815,0.48206517,5
0.3196995,0.5469047,0.48249304,8
0.58931553,0.5,0.48235044,9
0.58931553,0.49662626,0.48206517,9
0.360601,0.51202095,0.4829209,8
0.54924875,0.4990501,0.482707,9
0.7312187,0.4943007,0.48249304,1
0.630217,0.51883394,0.48299223,9
0.41986644,0.506944,0.4821365,5
0.6494157,0.50153947,0.48242173,7
0.31135225,0.52800524,0.48242173,8
0.7996661,0.50111365,0.4822078,1
0.48747912,0.5496888,0.48306355,0
0.8372287,0.50121194,0.4822078,6
0.36560935,0.50068784,0.4821365,8
0.91318864,0.5005241,0.482707,6
0.54257095,0.5251883,0.48277828,0
0.5033389,0.5,0.48242173,0
0.38981637,0.46773666,0.482707,5
0.62103504,0.49823126,0.48263568,9
0.46410686,0.50104815,0.48206517,0
0.96744573,0.494792,0.48235044,6
0.70951587,0.5020963,0.48306355,7
0.46661103,0.516017,0.484775,0
0.24040067,0.49780545,0.4822078,3
0.769616,0.50602686,0.48327747,1
0.3397329,0.49967244,0.4822078,8
0.18447413,0.50111365,0.48206517,3
0.3881469,0.5043236,0.4821365,5
0.52587646,0.4977727,0.48242173,0
0.45325541,0.51673764,0.4822078,5
0.7921536,0.5,0.4841332,1
0.15108514,0.50327545,0.48320615,2
0.55008346,0.50307894,0.48249304,9
0.8931553,0.4877825,0.48256436,6
0.4833055,0.49813297,0.4822078,0
0.6669449,0.4901736,0.4821365,7
0.36727878,0.4919096,0.48242173,8
0.14357261,0.51889944,0.48306355,2
0.26460767,0.48584998,0.48242173,3
0.43989983,0.4862758,0.48227912,5
0.8138564,0.50068784,0.48420453,1
0.44156927,0.4979037,0.48235044,5
0.82136893,0.50101537,0.48327747,6
0.25208682,0.47212577,0.4822078,3
0.15859766,0.52797246,0.4822078,2
0.803005,0.5002948,0.4822078,1
0.82721204,0.5042581,0.4833488,6
0.09265442,0.47965935,0.48448977,2
0.4833055,0.48044547,0.4833488,0
0.19365609,0.5044874,0.48242173,3
0.76711184,0.50117916,0.48206517,1
0.47078463,0.4999345,0.4822078,0
0.5,0.53245986,0.48306355,0
0.5784641,0.50746804,0.48306355,9
0.15859766,0.5002948,0.48242173,2
0.8055092,0.5,0.48235044,1
0.70283806,0.48689812,0.49055123,7
0.7070117,0.4988536,0.48242173,7
0.23956594,0.5041271,0.4833488,3
0.09682804,0.5224042,0.4841332,2
0.60434055,0.49168032,0.4852742,9
0.8063439,0.50117916,0.48206517,1
0.79382306,0.50045854,0.48242173,1
0.5851419,0.50291514,0.4822078,9
0.5550918,0.48139533,0.4822078,9
0.78881466,0.50157225,0.48584467,1
0.3614357,0.47906977,0.48242173,8
0.26627713,0.50841796,0.4847037,3
0.82470787,0.50324273,0.48235044,6
0.82470787,0.50972813,0.48349142,6
0.09682804,0.51202095,0.48242173,2
0.45575958,0.49626598,0.48327747,5
0.31135225,0.50094986,0.4821365,8
0.6677796,0.48375368,0.4834201,7
0.7245409,0.4990501,0.48313484,1
0.21202004,0.47811988,0.48242173,3
0.5943239,0.5137897,0.48249304,9
0.65692824,0.49957418,0.48256436,7
0.35308847,0.52083194,0.48391926,8
0.6978297,0.51650834,0.4822078,7
0.6978297,0.47307566,0.48227912,7
0.39232054,0.5020636,0.48227912,5
0.16944908,0.5311497,0.48299223,2
0.83472455,0.48575172,0.48320615,6
0.845576,0.49980348,0.48242173,6
0.8547579,0.49230266,0.4829209,6
0.14524207,0.4974779,0.4828496,2
0.6702838,0.5,0.4828496,7
0.34223706,0.4863413,0.4822078,8
0.78046745,0.510416,0.48277828,1
0.6260434,0.49950868,0.4822078,9
0.581803,0.50366855,0.4822078,9
0.581803,0.50612515,0.48242173,9
0.52838063,0.51693416,0.4821365,0
0.4390651,0.45761546,0.48227912,5
0.42737895,0.51254505,0.48227912,5
0.2587646,0.50117916,0.48206517,3
0.8530885,0.49318704,0.48263568,6
0.62103504,0.5024566,0.48441845,9
0.2996661,0.5026859,0.48235044,8
0.3814691,0.5004913,0.4828496,5
0.48580968,0.53232884,0.4822078,0
0.11686143,0.5047167,0.4871283,2
0.27963272,0.5001638,0.4834201,3
0.8672788,0.5045856,0.48242173,6
0.5450751,0.5023911,0.4829209,9
0.64858097,0.50098264,0.48256436,7
0.62771285,0.4988536,0.48235044,9
0.38647747,0.510547,0.4821365,5
0.8130217,0.49973795,0.4821365,1
0.4933222,0.5024566,0.48235044,0
0.74958265,0.49911562,0.48377666,1
0.33305508,0.503472,0.4822078,8
0.34474123,0.49773994,0.48242173,8
0.30884808,0.50632167,0.4845611,8
0.42070118,0.48044547,0.4822078,5
0.29465777,0.5150344,0.48256436,8
0.71118534,0.5005241,0.4828496,7
0.918197,0.5026204,0.48242173,6
0.37979966,0.51690143,0.48227912,5
0.8447412,0.5134949,0.48277828,6
0.3297162,0.4807075,0.4833488,8
0.7153589,0.47487718,0.4821365,7
0.48163605,0.5249918,0.48256436,0
0.654424,0.50127745,0.48235044,7
0.6777963,0.52161807,0.4822078,7
0.61686146,0.46583688,0.4821365,9
0.6602671,0.5,0.4821365,7
0.49916527,0.50114644,0.48206517,0
0.5918197,0.49960694,0.4822078,9
0.44991654,0.49872255,0.48206517,5
0.6126878,0.51853913,0.48227912,9
0.4924875,0.50091714,0.4822078,0
0.25959933,0.4795611,0.48498896,3
0.18280467,0.5021618,0.48227912,2
0.86560935,0.50379956,0.48705697,6
0.2996661,0.50350475,0.48363402,8
0.43989983,0.50068784,0.4822078,5
0.20868114,0.49944317,0.482707,3
0.6227045,0.49803472,0.4821365,9
0.1427379,0.4964625,0.4822078,2
0.36644408,0.50163776,0.48235044,8
0.36644408,0.48247626,0.4821365,8
0.76544243,0.5210285,0.48249304,1
0.8205342,0.4414674,0.4828496,6
0.90317196,0.51830983,0.48506024,6
0.45993322,0.51218474,0.48249304,0
0.30467445,0.5001965,0.48242173,8
0.30467445,0.5,0.48363402,8
0.30467445,0.48090404,0.48235044,8
0.5609349,0.49685556,0.48391926,9
0.61853087,0.49037012,0.482707,9
0.6944908,0.49872255,0.48242173,7
0.39983305,0.5014412,0.48242173,5
0.62771285,0.500262,0.4822078,9
0.5409015,0.4828038,0.4833488,0
0.56594324,0.50596136,0.4828496,9
0.4081803,0.5566328,0.48299223,5
0.7370618,0.48653784,0.482707,1
0.55926543,0.49950868,0.48227912,9
0.77963275,0.62800527,0.482707,1
0.1669449,0.5104815,0.4821365,2
0.40317196,0.52070093,0.4822078,5
0.32387313,0.5,0.48263568,8
0.50584304,0.5110056,0.4835627,0
0.20116861,0.49924666,0.48299223,3
