scaled_WhiteElo,scaled_Centipawns,scaled_ThinkingTime,prediction
0.29799667,0.5031117,0.48227912,8
0.7045075,0.49990174,0.48235044,7
0.72036725,0.5028824,0.48235044,7
0.8088481,0.5128726,0.4822078,1
0.4015025,0.46911234,0.4822078,5
0.59015024,0.53455615,0.48256436,9
0.1736227,0.5,0.48263568,2
0.24207012,0.50117916,0.48206517,3
0.13188648,0.48804456,0.482707,2
0.7479132,0.51428103,0.4822078,1
0.14858097,0.49266297,0.48242173,2
0.33472455,0.50081885,0.48249304,8
0.7587646,0.5018998,0.482707,1
0.7587646,0.5129381,0.48363402,1
0.13522537,0.51627904,0.482707,2
0.46661103,0.4921389,0.48306355,0
0.38230383,0.4987881,0.4821365,5
0.38230383,0.4967573,0.48227912,5
0.10350584,0.5268588,0.4822078,2
0.6769616,0.4997052,0.48227912,7
0.5751252,0.49518508,0.4822078,9
0.2996661,0.51218474,0.4833488,8
0.884808,0.48159188,0.48235044,6
0.8163606,0.50068784,0.48227912,1
0.6368948,0.4873567,0.48313484,7
0.769616,0.51916146,0.4847037,1
0.46828046,0.49832952,0.48235044,0
0.83472455,0.47710449,0.48263568,6
0.3914858,0.5035375,0.4845611,5
0.8639399,0.5025549,0.48299223,6
0.77963275,0.500131,0.48206517,1
0.74290484,0.5137242,0.4852742,1
0.84223706,0.4618408,0.48377666,6
0.7913189,0.49918112,0.48227912,1
0.21869783,0.49921387,0.4821365,3
0.7762938,0.5025876,0.48227912,1
0.5308848,0.4979692,0.48399058,0
0.442404,0.5098919,0.48227912,5
0.5851419,0.5018343,0.48434713,9
0.74958265,0.52099574,0.48391926,1
0.5,0.50373405,0.4822078,0
0.5300501,0.50114644,0.48427582,0
0.81218696,0.4990501,0.482707,1
0.6594324,0.49181134,0.482707,7
0.79048413,0.5038323,0.482707,1
0.44407347,0.48630854,0.48227912,5
0.14023373,0.49063218,0.48570207,2
0.5709516,0.5003275,0.4822078,9
0.66444075,0.53724205,0.4840619,7
0.384808,0.5630855,0.4840619,5
0.1903172,0.51991487,0.48242173,3
0.41402337,0.50062233,0.48242173,5
0.92570955,0.5041271,0.4829209,6
0.5409015,0.50835246,0.48235044,0
0.074290484,0.25250572,0.48235044,2
0.6494157,0.5,0.48227912,7
0.78797996,0.5074353,0.4822078,1
0.82554257,0.50101537,0.48227912,6
0.27462438,0.5,0.4822078,3
0.36227044,0.5024238,0.48227912,8
0.77295494,0.5,0.48227912,1
0.43071786,0.50104815,0.48256436,5
0.16944908,0.4912545,0.48242173,2
0.39232054,0.47916803,0.48242173,5
0.34140235,0.47923353,0.48384798,8
0.3839733,0.50763184,0.48206517,5
0.7320534,0.49272847,0.482707,1
0.67278796,0.49459547,0.48256436,7
0.5676127,0.50101537,0.4822078,9
0.5,0.49764165,0.4852742,0
0.88898164,0.5149689,0.48227912,6
0.639399,0.51283985,0.4822078,7
0.4590985,0.49285948,0.4828496,5
0.5,0.5,0.48349142,0
0.630217,0.505208,0.48313484,9
0.5717863,0.48205045,0.4821365,9
0.75709516,0.47199476,0.48256436,1
0.17779633,0.50566655,0.4852742,2
0.12854758,0.4709466,0.482707,2
0.9006678,0.5005568,0.48206517,6
0.7529215,0.5080904,0.482707,1
0.84307176,0.5176875,0.484775,6
0.696995,0.5184736,0.48249304,7
0.54841405,0.49210614,0.4821365,9
0.40984976,0.49983624,0.48370534,5
0.45826378,0.5128071,0.48327747,5
0.40901503,0.50081885,0.4822078,5
0.8138564,0.5015067,0.482707,1
0.2954925,0.50094986,0.4822078,8
0.6260434,0.494792,0.4821365,9
0.47746244,0.7141828,0.4822078,4
0.615192,0.52194566,0.48249304,9
0.7220367,0.5198493,0.48448977,1
0.19866444,0.48031443,0.48227912,3
0.5709516,0.51002294,0.48242173,9
0.5709516,0.510547,0.48227912,9
0.5709516,0.52171636,0.48206517,9
0.4357262,0.4797576,0.48605862,5
0.1869783,0.4987881,0.4829209,3
0.5751252,0.4872912,0.48235044,9
0.58681136,0.5542417,0.48235044,9
0.8021703,0.49459547,0.48242173,1
0.8088481,0.50566655,0.4829209,1
0.57345575,0.5004913,0.4822078,9
0.6560935,0.4919096,0.48227912,7
0.5,0.47458237,0.48227912,0
0.81803006,0.50088435,0.48206517,1
0.89732885,0.50298065,0.4821365,6
0.89732885,0.50131017,0.48256436,6
0.5984975,0.5046512,0.48349142,9
0.442404,0.5314117,0.48242173,5
0.71118534,0.500131,0.48256436,7
0.20534223,0.4996397,0.4821365,3
0.26377296,0.4918441,0.48277828,3
0.67278796,0.48264003,0.48249304,7
0.42988315,0.5,0.48206517,5
0.5383973,0.5153947,0.48277828,0
0.4590985,0.50117916,0.48563075,5
0.42320535,0.50746804,0.4828496,5
0.6126878,0.48362267,0.4821365,9
0.7103506,0.5098919,0.482707,7
0.5166945,0.51912874,0.48299223,0
0.43238732,0.4817229,0.48235044,5
0.5,0.5020963,0.48206517,0
0.17946577,0.44962332,0.48235044,2
0.5843072,0.50091714,0.48206517,9
0.73288816,0.5139207,0.4835627,1
0.524207,0.48679987,0.48235044,0
0.07178631,0.5163118,0.4834201,2
0.44323874,0.5,0.48235044,5
0.58347243,0.51722896,0.4822078,9
0.3130217,0.48535866,0.48306355,8
0.18948247,0.49957418,0.48249304,3
0.17529215,0.49839503,0.48320615,2
0.83472455,0.46655747,0.48227912,6
0.8906511,0.51202095,0.48235044,6
0.5826377,0.4979692,0.48235044,9
0.7679466,0.4986898,0.48933893,1
0.28046745,0.5002948,0.48299223,3
0.30801335,0.50104815,0.48263568,8
0.81051755,0.4940059,0.4821365,1
0.221202,0.49243367,0.48227912,3
0.13522537,0.49046838,0.48227912,2
0.5467446,0.49954143,0.48399058,9
0.13355593,0.5004258,0.48235044,2
0.6911519,0.48283654,0.48256436,7
0.45742905,0.5018343,0.4845611,5
0.27963272,0.5027186,0.48242173,3
0.18614358,0.54389125,0.4822078,3
0.88230383,0.4950868,0.48420453,6
0.48414025,0.507075,0.48242173,0
0.71202004,0.5016705,0.48256436,7
0.5,0.49613494,0.48235044,0
0.6694491,0.50324273,0.48235044,7
0.63355595,0.49145103,0.49247664,7
0.88230383,0.52826726,0.48299223,6
0.58347243,0.5223714,0.4822078,9
0.8297162,0.50117916,0.48206517,6
0.79632723,0.4987881,0.4822078,1
0.61853087,0.50307894,0.48277828,9
0.24958263,0.505339,0.4828496,3
0.77295494,0.48074025,0.482707,1
0.64774626,0.5087455,0.48256436,7
0.48414025,0.48264003,0.48299223,0
0.8447412,0.4986898,0.48384798,6
0.7178631,0.49416968,0.48227912,7
0.5,0.52178186,0.4821365,0
0.76043403,0.49859154,0.48370534,1
0.41986644,0.49207336,0.48242173,5
0.52504176,0.51699966,0.48227912,0
0.8071786,0.500131,0.4821365,1
0.4691152,0.48231247,0.4822078,0
0.76377296,0.48326236,0.48327747,1
0.7220367,0.5003275,0.4821365,1
0.312187,0.5026204,0.48249304,8
0.23539232,0.5195218,0.4828496,3
0.5100167,0.49662626,0.48377666,0
0.17195326,0.5019325,0.482707,2
0.14774625,0.4899443,0.4828496,2
0.7754591,0.5005568,0.48242173,1
0.61686146,0.47559777,0.48299223,9
0.31803006,0.4691451,0.4833488,8
0.51085144,0.5,0.48541683,0
0.6903172,0.4956764,0.482707,7
0.68948245,0.4865706,0.48249304,7
0.6828047,0.47923353,0.48363402,7
0.45826378,0.4890927,0.4822078,5
0.51168615,0.50117916,0.48242173,0
0.58764607,0.5374386,0.4822078,9
0.120200336,0.5178185,0.48299223,2
0.40567613,0.51948905,0.48320615,5
0.65025043,0.48467082,0.48277828,7
0.61769617,0.520963,0.4821365,9
0.39983305,0.5294137,0.4822078,5
0.1803005,0.5119227,0.48206517,2
0.803005,0.52787423,0.48235044,1
0.29048413,0.5028824,0.48277828,8
0.6494157,0.5023583,0.48206517,7
0.81051755,0.5040288,0.4822078,1
0.38981637,0.5231248,0.48249304,5
0.28464106,0.4810023,0.482707,8
0.2762938,0.5019325,0.48277828,3
0.30467445,0.52584344,0.48235044,8
0.62687814,0.49721587,0.4822078,9
0.45659432,0.5045529,0.48256436,5
0.721202,0.48319685,0.482707,7
0.5275459,0.484376,0.4821365,0
0.6427379,0.5200131,0.48263568,7
0.2729549,0.5203406,0.48299223,3
0.46994993,0.51673764,0.48249304,0
0.8146911,0.52145433,0.4822078,1
0.8013356,0.5,0.48235044,1
0.64106846,0.5004258,0.4821365,7
0.73288816,0.5022273,0.4822078,1
0.5943239,0.4997052,0.48249304,9
0.24207012,0.51703244,0.4822078,3
0.66444075,0.48031443,0.48263568,7
0.8681135,0.5007861,0.48242173,6
0.8681135,0.5,0.48349142,6
0.94991654,0.50284964,0.4833488,6
0.8464107,0.50176877,0.4829209,6
0.51085144,0.5022601,0.48327747,0
0.7854758,0.5,0.48227912,1
0.23706177,0.49528334,0.4846324,3
0.51085144,0.5025876,0.48391926,0
0.615192,0.4876515,0.48384798,9
0.68196994,0.48116606,0.48448977,7
0.36644408,0.5013757,0.48277828,8
0.27879798,0.5211595,0.4833488,3
0.6702838,0.49803472,0.48377666,7
0.7854758,0.4986898,0.48235044,1
0.7954925,0.5006551,0.48263568,1
0.44741234,0.4851949,0.48349142,5
0.65859765,0.4955781,0.48320615,7
0.78714526,0.5001965,0.48377666,1
0.37228715,0.50091714,0.48227912,8
0.8989983,0.49947593,0.4821365,6
0.5676127,0.4874877,0.48420453,9
0.5,0.4997052,0.482707,0
0.4732888,0.50121194,0.48277828,0
0.91318864,0.5168359,0.48206517,6
0.5,0.46580413,0.48235044,0
0.52504176,0.50117916,0.4822078,0
0.90317196,0.50131017,0.4821365,6
0.47412354,0.51663935,0.48427582,0
0.2612688,0.50104815,0.48249304,3
0.081803,0.50117916,0.48206517,2
0.40317196,0.519358,0.48227912,5
0.5609349,0.49312153,0.4822078,9
0.28631052,0.5,0.4822078,8
0.23956594,0.5,0.48242173,3
0.5692821,0.4961677,0.48277828,9
0.50166947,0.51657385,0.484775,0
0.7178631,0.50284964,0.48256436,7
0.19866444,0.5166066,0.4828496,3
0.75041735,0.48486733,0.482707,1
0.51252085,0.51657385,0.48227912,0
0.51252085,0.5341959,0.48242173,0
0.33222038,0.5007861,0.48249304,8
0.49081802,0.4955126,0.4841332,0
0.66444075,0.48516214,0.48363402,7
0.909015,0.501605,0.4821365,6
0.30717862,0.5159515,0.4871283,8
0.83472455,0.50157225,0.48306355,6
0.7387312,0.50157225,0.4821365,1
0.6218698,0.49302325,0.48242173,9
0.27462438,0.4988536,0.4828496,3
0.49833056,0.51991487,0.48327747,0
0.8322204,0.50786114,0.4822078,6
0.48080134,0.5173272,0.48227912,0
0.8998331,0.4978382,0.48235044,6
0.6385643,0.52135605,0.4821365,7
0.8681135,0.5,0.4873422,6
0.11435726,0.4819522,0.48448977,2
0.50250417,0.5007861,0.4821365,0
0.94240403,0.4985588,0.48235044,6
0.25626042,0.50733703,0.48227912,3
0.5225376,0.48349166,0.48256436,0
0.4624374,0.5027514,0.48320615,0
0.5,0.49679005,0.48235044,0
0.1427379,0.5200131,0.48227912,2
0.3472454,0.46528006,0.48227912,8
0.6360601,0.5199804,0.48277828,7
0.7704508,0.49728137,0.48227912,1
0.7320534,0.496397,0.48235044,1
0.67529213,0.48142812,0.48227912,7
0.45492488,0.5060596,0.48242173,5
0.58931553,0.522699,0.48349142,9
0.4457429,0.52358335,0.482707,5
0.6285476,0.49256468,0.48263568,9
0.7537563,0.49836227,0.48227912,1
0.3948247,0.5202424,0.48627254,5
0.6126878,0.48486733,0.48227912,9
0.3772955,0.5132984,0.4828496,5
0.4223706,0.5044219,0.4835627,5
0.82721204,0.5044546,0.48570207,6
0.8914858,0.5205044,0.482707,6
